224 7433.33 1 94.8574 5.75381 195.355 -0.167205 -0.348689 -0.12187 -0.434629
225 7466.67 1 95.106 5.82163 194.971 -0.168698 -0.354233 -0.118775 -0.416242
226 7500 1 94.0605 5.9182 194.139 -0.175426 -0.36685 -0.124572 -0.408353
227 7533.33 1 91.457 6.09277 194.778 -0.179054 -0.365456 -0.140399 -0.415043
228 7566.67 1 88.7148 6.51537 196.275 -0.183908 -0.3602 -0.146768 -0.426008
229 7600 1 87.2954 7.12806 196.966 -0.177283 -0.356761 -0.138663 -0.416256
230 7633.33 1 87.9167 7.84796 196.597 -0.16484 -0.355813 -0.117428 -0.419058
231 7666.67 1 90.6203 8.92506 196.265 -0.128857 -0.392748 -0.0975995 -0.423182
232 7700 1 93.8437 9.94193 198.651 -0.115804 -0.433732 -0.0891472 -0.455419
233 7733.33 1 98.9767 11.0561 206.975 -0.105936 -0.453057 -0.0660465 -0.489365
234 7766.67 1 100.023 11.7358 213.308 -0.0983036 -0.449759 -0.0600893 -0.55768
235 7800 1 97.1369 12.6552 216.32 -0.0947873 -0.451616 -0.0570084 -0.606918
236 7833.33 1 94.3949 13.6408 218.888 -0.0890676 -0.455147 -0.0506926 -0.644315
237 7866.67 1 92.9182 14.0667 220.874 -0.0888496 -0.446713 -0.0282957 -0.625275
238 7900 1 91.3322 14.0331 219.828 -0.0887068 -0.463263 -0.00526873 -0.571848
239 7933.33 1 89.566 13.444 217.613 -0.0838152 -0.492721 0.0121 -0.563972
240 7966.67 1 89.7988 12.7198 219.522 -0.0774532 -0.511264 0.0379729 -0.603379
241 8000 1 88.7628 12.0908 222.294 -0.0291922 -0.530252 0.0706806 -0.576244
242 8033.33 1 85.8893 10.8166 222.235 -0.0234855 -0.538809 0.0874679 -0.544563
243 8066.67 1 81.7318 10.2361 221.171 -0.0172139 -0.52977 0.097284 -0.483969
244 8100 1 77.815 10.4386 219.961 -0.0134177 -0.519953 0.114041 -0.435112
245 8133.33 1 75.714 10.9239 219.734 -0.00928156 -0.523794 0.135531 -0.425284
246 8166.67 1 74.013 11.5727 218.847 0.0152097 -0.547409 0.16452 -0.422946
247 8200 1 33.6712 -0.0302689 240.542 0.00504966 0.0294417 -0.0172052 -1.00248
248 8233.33 1 32.1474 1.63903 240.481 0.019154 -0.0143332 -0.017976 -1.03712
249 8266.67 1 28.2898 2.81751 240.841 0.0190844 -0.0411782 -0.0282323 -1.01593
250 8300 1 22.7667 4.02001 241.002 0.0155786 -0.0433193 -0.041108 -1.03673
251 8333.33 1 18.8264 5.00083 243.789 0.0138645 -0.0444759 -0.0493288 -1.06733
252 8366.67 1 17.6348 5.18397 247.385 0.00935993 -0.0839139 -0.0512938 -1.09056
253 8400 1 17.6688 5.04887 250.875 -0.00206261 -0.146988 -0.0539806 -1.13371
254 8433.33 1 16.8598 5.14968 252.219 -0.00982498 -0.215731 -0.0585699 -1.18125
255 8466.67 1 14.4072 5.32344 252.547 -0.0201882 -0.276687 -0.0669023 -1.19712
256 8500 1 10.6114 5.80001 253.011 -0.0402761 -0.305749 -0.0771795 -1.18875
257 8533.33 1 5.95973 6.52701 254.061 -0.0752759 -0.315007 -0.0927027 -1.16591
258 8566.67 1 1.08122 6.92384 254.543 -0.102327 -0.321675 -0.0980636 -1.14185
259 8600 1 -3.8562 7.16535 255.754 -0.113194 -0.339773 -0.0933959 -1.11403
260 8633.33 1 -9.36034 7.82174 257.956 -0.0930317 -0.372535 -0.0937305 -1.1726
261 8666.67 1 -17.0399 7.82369 263.92 -0.105578 -0.396266 -0.103757 -1.19775
262 8700 1 -26.448 7.06381 267.853 -0.130105 -0.394947 -0.122513 -1.14799
263 8733.33 1 -37.4234 7.13155 269.685 -0.123872 -0.400933 -0.133819 -1.12076
264 8766.67 1 -48.1439 8.01786 271.539 -0.108863 -0.40382 -0.141507 -1.09446
265 8800 1 -58.4877 8.77873 275.416 -0.109365 -0.401065 -0.146179 -1.11647
266 8833.33 1 -67.1193 10.5247 277.674 -0.105331 -0.38738 -0.144193 -1.07513
267 8866.67 1 -74.9272 13.6487 279.384 -0.085779 -0.396292 -0.153334 -1.08894
268 8900 1 -83.1845 18.0555 278.465 -0.0516521 -0.386907 -0.155817 -1.08747
269 8933.33 1 -91.356 22.0041 277.108 -0.0493419 -0.363981 -0.163909 -1.05163
270 8966.67 1 -98.8309 23.9792 277.244 -0.0759605 -0.360937 -0.167208 -1.03904
271 9000 1 -104.037 24.3139 277.013 -0.0798207 -0.354183 -0.1526 -1.0269
272 9033.33 1 -107.396 23.7957 275.262 -0.0654115 -0.345695 -0.143026 -1.07251
273 9066.67 1 -110.988 23.3595 273.872 -0.0545166 -0.345471 -0.130891 -1.12732
274 9100 1 -112.605 22.933 267.872 -0.0563562 -0.366217 -0.126927 -1.13459
275 9133.33 1 -113.056 21.7388 259.937 -0.0730483 -0.374979 -0.12269 -1.1424
276 9166.67 1 -115.724 20.3821 258.237 -0.0949075 -0.377816 -0.123431 -1.15668
277 9200 1 -119.686 19.9537 259.69 -0.0886559 -0.366589 -0.118464 -1.21156
278 9233.33 1 -122.717 20.1412 260.414 -0.0846613 -0.369279 -0.116013 -1.21837
279 9266.67 1 -126.033 21.6878 263.008 -0.0820332 -0.36272 -0.118749 -1.21219
280 9300 1 -128.695 22.6973 262.783 -0.0836394 -0.349317 -0.121728 -1.25061
281 9333.33 1 -131.272 23.2585 259.96 -0.0857693 -0.331097 -0.128148 -1.21559
282 9366.67 1 -132.767 23.391 255.11 -0.0795606 -0.320104 -0.13442 -1.19519
283 9400 1 -133.109 22.0982 251.424 -0.107123 -0.316184 -0.136449 -1.19226
284 9433.33 1 -130.48 20.0093 244.453 -0.127926 -0.330519 -0.129837 -1.17404
285 9466.67 1 -127.479 17.181 238.153 -0.16032 -0.352269 -0.130583 -1.13235
286 9500 1 -126.852 14.8143 235.117 -0.189462 -0.357298 -0.134174 -1.11988
287 9533.33 1 -129.014 13.2296 234.056 -0.208968 -0.351899 -0.139713 -1.11685
288 9566.67 1 -132.801 12.3894 233.497 -0.221619 -0.335065 -0.142607 -1.11089
289 9600 1 -137.595 12.1042 234.186 -0.228716 -0.308372 -0.144653 -1.08858
290 9633.33 1 -141.167 13.0538 235.015 -0.208359 -0.28117 -0.136859 -1.08103
291 9666.67 1 -143.214 15.2873 236.458 -0.15321 -0.278613 -0.115691 -1.07715
292 9700 1 -142.562 18.3536 237.118 -0.08531 -0.308119 -0.0946429 -1.1003
293 9733.33 1 -141.548 20.9851 237.752 -0.0384267 -0.32625 -0.0733602 -1.13915
294 9766.67 1 -142.863 23.2887 240.993 -0.00476917 -0.333729 -0.0622339 -1.16142
